candidateId,profile,status,syncMethod,estimatedCFOHz,totalCfoHz,spectralCorrectionHz,fractionalCFOHz,integerCfoIndex,integerCfoOffsetHz,residualCfoHz,syncConfidence,frameStart0,frameLength,numFrames,originalFrameStart,correctedFrameStart,frameOffsetCorrection,droneIdZcPeakPosition,offsetSearchScore,timingAlignmentImproved,estimatedSfoPpm,frameDriftSamples,timingSlope,sfoCorrectionApplied,accessAddressConfidence,bleSyncConfidence,symbolTimingOffset,crcAttemptCount,crcSuccessCount,cfoCandidateCount,selectedCfoScore,profilesTried,profileChangedByEvidence,recommendedProfile,attemptedProfiles
sim_dji_droneid_022_M001,DJI_DroneID_ZC_CP,ok,DJI_DroneID_ZC600_ZC147_plus_CP,-490296.562500,-490296.562500,-490458.000000,161.436783,0,0.000000,0.000000,0.916708,14509,19760,14,172125.000,14509.000,464.000,21245.000,0.181479,1,-54.388931,-13.971429,-1.074725,0,0.000000,0.000000,0.000,0,0,7,0.710844,1,0,DJI_DroneID_ZC_CP,DJI_DroneID_ZC_CP
