candidateId,profile,status,syncMethod,estimatedCFOHz,totalCfoHz,spectralCorrectionHz,fractionalCFOHz,integerCfoIndex,integerCfoOffsetHz,residualCfoHz,syncConfidence,frameStart0,frameLength,numFrames,originalFrameStart,correctedFrameStart,frameOffsetCorrection,droneIdZcPeakPosition,offsetSearchScore,timingAlignmentImproved,estimatedSfoPpm,frameDriftSamples,timingSlope,sfoCorrectionApplied,accessAddressConfidence,bleSyncConfidence,symbolTimingOffset,crcAttemptCount,crcSuccessCount,cfoCandidateCount,selectedCfoScore,profilesTried,profileChangedByEvidence,recommendedProfile,attemptedProfiles
sim_autel_wideband_015_M001,Autel_Wideband_CP,ok,local_CP_peaks_with_periodic_support,3365406.500000,3365406.500000,3384374.750000,-18968.171875,0,0.000000,0.000000,0.870740,109470,576,20,0.000,0.000,0.000,0.000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000,0,0,7,0.870740,1,0,Autel_Wideband_CP,Autel_Wideband_CP
