candidateId,status,protocolType,byteSource,byteRecoveryStatus,parseStatus,parseComplete,byteCount,byteRecoveryConfidence,bitErrorEstimate,decoderMethod,crcCandidateStatus,crcChecked,crcPassed,packetCount,crcValidCount,messageTypesMask,uasId,operatorId,latitudeDeg,longitudeDeg,altitudeM,speedMps,headingDeg,fieldCount,diagnostics
sim_unknown_uav_005_M003,partial,Unknown_Blind_Repetition,REAL_IQ,recovered_from_real_iq,partial_parse,0,248,0.469553,0.265224,blind_differential_phase_structural_only,not_verified,0,0,8,0,0,,,nan,nan,nan,nan,nan,2,blind_bits_unframed;frames=8;fixed_positions=0;changing_positions=31
