candidateId,byteIndex,valueHex,confidence,byteSource
sim_unknown_uav_005_M003,97,1F,0.452101,REAL_IQ
sim_unknown_uav_005_M003,98,FF,0.672884,REAL_IQ
sim_unknown_uav_005_M003,99,FF,0.432928,REAL_IQ
sim_unknown_uav_005_M003,100,FF,0.568234,REAL_IQ
sim_unknown_uav_005_M003,101,FE,0.512316,REAL_IQ
sim_unknown_uav_005_M003,102,3F,0.430694,REAL_IQ
sim_unknown_uav_005_M003,103,F8,0.525173,REAL_IQ
sim_unknown_uav_005_M003,104,40,0.124563,REAL_IQ
sim_unknown_uav_005_M003,105,3C,0.164778,REAL_IQ
sim_unknown_uav_005_M003,106,00,0.224567,REAL_IQ
sim_unknown_uav_005_M003,107,1C,0.272693,REAL_IQ
sim_unknown_uav_005_M003,108,00,0.286576,REAL_IQ
sim_unknown_uav_005_M003,109,00,0.623371,REAL_IQ
sim_unknown_uav_005_M003,110,70,0.413869,REAL_IQ
sim_unknown_uav_005_M003,111,07,0.304163,REAL_IQ
sim_unknown_uav_005_M003,112,FF,0.638034,REAL_IQ
sim_unknown_uav_005_M003,113,FF,0.621192,REAL_IQ
sim_unknown_uav_005_M003,114,FF,0.645471,REAL_IQ
sim_unknown_uav_005_M003,115,FF,0.719834,REAL_IQ
sim_unknown_uav_005_M003,116,FF,0.729358,REAL_IQ
sim_unknown_uav_005_M003,117,FF,0.689339,REAL_IQ
sim_unknown_uav_005_M003,118,FD,0.317622,REAL_IQ
sim_unknown_uav_005_M003,119,FE,0.233283,REAL_IQ
sim_unknown_uav_005_M003,120,3F,0.481355,REAL_IQ
sim_unknown_uav_005_M003,121,FF,0.573618,REAL_IQ
sim_unknown_uav_005_M003,122,FF,0.700995,REAL_IQ
sim_unknown_uav_005_M003,123,FF,0.679252,REAL_IQ
sim_unknown_uav_005_M003,124,F0,0.576190,REAL_IQ
sim_unknown_uav_005_M003,125,2F,0.445020,REAL_IQ
sim_unknown_uav_005_M003,126,FC,0.372291,REAL_IQ
sim_unknown_uav_005_M003,127,F0,0.319957,REAL_IQ
sim_unknown_uav_005_M003,128,38,0.501330,REAL_IQ
sim_unknown_uav_005_M003,129,01,0.599975,REAL_IQ
sim_unknown_uav_005_M003,130,F3,0.396678,REAL_IQ
sim_unknown_uav_005_M003,131,80,0.491432,REAL_IQ
sim_unknown_uav_005_M003,132,7F,0.463224,REAL_IQ
sim_unknown_uav_005_M003,133,FC,0.561762,REAL_IQ
sim_unknown_uav_005_M003,134,7F,0.553969,REAL_IQ
sim_unknown_uav_005_M003,135,F8,0.449280,REAL_IQ
sim_unknown_uav_005_M003,136,00,0.545318,REAL_IQ
sim_unknown_uav_005_M003,137,33,0.263121,REAL_IQ
sim_unknown_uav_005_M003,138,FC,0.456899,REAL_IQ
sim_unknown_uav_005_M003,139,61,0.266725,REAL_IQ
sim_unknown_uav_005_M003,140,FF,0.244770,REAL_IQ
sim_unknown_uav_005_M003,141,F8,0.462032,REAL_IQ
sim_unknown_uav_005_M003,142,FF,0.506798,REAL_IQ
sim_unknown_uav_005_M003,143,00,0.567275,REAL_IQ
sim_unknown_uav_005_M003,144,00,0.491965,REAL_IQ
sim_unknown_uav_005_M003,145,63,0.303093,REAL_IQ
sim_unknown_uav_005_M003,146,FB,0.408679,REAL_IQ
sim_unknown_uav_005_M003,147,E0,0.544736,REAL_IQ
sim_unknown_uav_005_M003,148,0C,0.309479,REAL_IQ
sim_unknown_uav_005_M003,149,FC,0.255545,REAL_IQ
sim_unknown_uav_005_M003,150,07,0.394272,REAL_IQ
sim_unknown_uav_005_M003,151,07,0.530710,REAL_IQ
sim_unknown_uav_005_M003,152,C0,0.602949,REAL_IQ
sim_unknown_uav_005_M003,153,7E,0.404515,REAL_IQ
sim_unknown_uav_005_M003,154,FF,0.575253,REAL_IQ
sim_unknown_uav_005_M003,155,19,0.444043,REAL_IQ
sim_unknown_uav_005_M003,156,FE,0.488037,REAL_IQ
sim_unknown_uav_005_M003,157,1F,0.425420,REAL_IQ
sim_unknown_uav_005_M003,158,FB,0.457086,REAL_IQ
sim_unknown_uav_005_M003,159,F3,0.396581,REAL_IQ
sim_unknown_uav_005_M003,160,FC,0.319345,REAL_IQ
sim_unknown_uav_005_M003,161,7F,0.523132,REAL_IQ
sim_unknown_uav_005_M003,162,F7,0.442733,REAL_IQ
sim_unknown_uav_005_M003,163,EE,0.222984,REAL_IQ
sim_unknown_uav_005_M003,164,FF,0.468305,REAL_IQ
sim_unknown_uav_005_M003,165,E1,0.380909,REAL_IQ
sim_unknown_uav_005_M003,166,F3,0.338427,REAL_IQ
sim_unknown_uav_005_M003,167,38,0.286387,REAL_IQ
sim_unknown_uav_005_M003,168,71,0.377531,REAL_IQ
sim_unknown_uav_005_M003,169,F8,0.412481,REAL_IQ
sim_unknown_uav_005_M003,170,3F,0.528439,REAL_IQ
sim_unknown_uav_005_M003,171,03,0.500350,REAL_IQ
sim_unknown_uav_005_M003,172,1F,0.483806,REAL_IQ
sim_unknown_uav_005_M003,173,FC,0.354877,REAL_IQ
sim_unknown_uav_005_M003,174,7F,0.375123,REAL_IQ
sim_unknown_uav_005_M003,175,60,0.401788,REAL_IQ
sim_unknown_uav_005_M003,176,E0,0.553387,REAL_IQ
sim_unknown_uav_005_M003,177,3C,0.360107,REAL_IQ
sim_unknown_uav_005_M003,178,7F,0.459397,REAL_IQ
