candidateId,status,protocolType,byteCount,byteRecoveryConfidence,bitErrorEstimate,decoderMethod,crcCandidateStatus,fieldCount
sim_remoteid_ble_005_M001,deferred_remoteid,OPENDRONEID_25BYTE_OVER_BLE_LEGACY_ADV_V2,0,0.000000,0.000000,remoteid_ble_reserved,crc24_reserved,0
fieldOffset,fieldLength,semantic,confidence
