candidateId,profile,status,syncMethod,estimatedCFOHz,totalCfoHz,spectralCorrectionHz,fractionalCFOHz,integerCfoIndex,integerCfoOffsetHz,residualCfoHz,syncConfidence,frameStart0,frameLength,numFrames,originalFrameStart,correctedFrameStart,frameOffsetCorrection,droneIdZcPeakPosition,offsetSearchScore,timingAlignmentImproved,estimatedSfoPpm,frameDriftSamples,timingSlope,sfoCorrectionApplied,accessAddressConfidence,bleSyncConfidence,symbolTimingOffset,crcAttemptCount,crcSuccessCount,profilesTried,profileChangedByEvidence
sim_autel_control_009_M005,Unknown_Blind_Repetition,ok,blind_CP_repetition,-2841354.750000,-2841354.750000,-2827886.000000,-13468.744141,0,0.000000,0.000000,0.882568,38697,1088,20,0.000,0.000,0.000,0.000,0.000000,0,nan,0.000000,0.000000,0,0.000000,0.000000,0.000,0,0,1,1
