candidateId,profile,status,syncMethod,estimatedCFOHz,totalCfoHz,spectralCorrectionHz,fractionalCFOHz,integerCfoIndex,integerCfoOffsetHz,residualCfoHz,syncConfidence,frameStart0,frameLength,numFrames,originalFrameStart,correctedFrameStart,frameOffsetCorrection,droneIdZcPeakPosition,offsetSearchScore,timingAlignmentImproved,estimatedSfoPpm,frameDriftSamples,timingSlope,sfoCorrectionApplied,accessAddressConfidence,bleSyncConfidence,symbolTimingOffset,crcAttemptCount,crcSuccessCount,cfoCandidateCount,selectedCfoScore,profilesTried,profileChangedByEvidence,recommendedProfile,attemptedProfiles
sim_remoteid_ble_005_M001,RemoteID_BLE_GFSK,ok,BLE_1M_preamble_access_address_multiphase,-1169564.750000,-1169564.750000,-1169564.750000,0.000000,0,0.000000,0.000000,0.980000,10424,13917,16,0.000,0.000,0.000,0.000,0.000000,0,nan,0.000000,0.000000,0,0.917813,0.980000,-13.000,5828,4,1,0.962588,1,0,RemoteID_BLE_GFSK,RemoteID_BLE_GFSK
