candidateId,profile,status,syncMethod,estimatedCFOHz,totalCfoHz,spectralCorrectionHz,fractionalCFOHz,integerCfoIndex,integerCfoOffsetHz,residualCfoHz,syncConfidence,frameStart0,frameLength,numFrames,originalFrameStart,correctedFrameStart,frameOffsetCorrection,droneIdZcPeakPosition,offsetSearchScore,timingAlignmentImproved,estimatedSfoPpm,frameDriftSamples,timingSlope,sfoCorrectionApplied,accessAddressConfidence,bleSyncConfidence,symbolTimingOffset,crcAttemptCount,crcSuccessCount,profilesTried,profileChangedByEvidence
sim_autel_wideband_001_M001,Autel_Wideband_CP,ok,local_CP_peaks_with_periodic_support,-3715.550781,-3715.550781,-7031.250000,3315.699219,0,0.000000,0.000000,0.994027,103642,1152,20,0.000,0.000,0.000,0.000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000,0,0,0,0
