candidateId,status,protocolType,byteCount,byteRecoveryConfidence,bitErrorEstimate,decoderMethod,crcCandidateStatus,fieldCount
sim_unknown_uav_005_M003,unsupported_profile,UNKNOWN_DISCOVERY_TEMPLATE_V2,0,0.000000,0.000000,,,0
fieldOffset,fieldLength,semantic,confidence
