candidateId,status,protocolType,byteSource,byteRecoveryStatus,parseStatus,parseComplete,byteCount,byteRecoveryConfidence,bitErrorEstimate,decoderMethod,crcCandidateStatus,crcChecked,crcPassed,packetCount,crcValidCount,messageTypesMask,uasId,operatorId,latitudeDeg,longitudeDeg,altitudeM,speedMps,headingDeg,fieldCount,diagnostics
sim_dji_droneid_022_M001,partial,DJI_DroneID_ZC_CP,REAL_IQ,recovered_from_real_iq,partial_parse,0,96,0.849302,0.075349,TIMING_PHASE_QPSK_SOFT,crc16_candidate_not_verified,1,0,14,0,0,,,nan,nan,nan,nan,nan,2,real_iq_frames=14;ofdm_selected=0;generic_selected=14;qpsk_180_ambiguity=unresolved
