candidateId,status,protocolType,byteSource,byteRecoveryStatus,parseStatus,parseComplete,byteCount,byteRecoveryConfidence,bitErrorEstimate,decoderMethod,crcCandidateStatus,crcChecked,crcPassed,packetCount,crcValidCount,messageTypesMask,uasId,operatorId,latitudeDeg,longitudeDeg,altitudeM,speedMps,headingDeg,fieldCount,diagnostics
sim_remoteid_ble_005_M001,parsed,RemoteID_BLE_GFSK,REAL_IQ,recovered_from_real_iq,complete,1,39,0.601811,0.199094,gfsk_phase_ble_aa_dewhiten_crc24,crc24_verified,1,1,4,4,35,UAS000185,OP01185,31.22602430,121.46824690,131.000,2.250,117.000,7,frame_grid_crc_attempts=788;unique_crc24_pdu=4
