candidateId,status,protocolType,byteSource,byteRecoveryStatus,parseStatus,parseComplete,byteCount,byteRecoveryConfidence,bitErrorEstimate,decoderMethod,crcCandidateStatus,crcChecked,crcPassed,packetCount,crcValidCount,messageTypesMask,uasId,operatorId,latitudeDeg,longitudeDeg,altitudeM,speedMps,headingDeg,fieldCount,diagnostics
sim_dji_droneid_013_M001,partial,DJI_DroneID_ZC_CP,REAL_IQ,recovered_from_real_iq,partial_parse,0,96,0.851554,0.074223,TIMING_PHASE_QPSK_SOFT,crc16_candidate_not_verified,1,0,9,0,0,,,nan,nan,nan,nan,nan,2,real_iq_frames=9;ofdm_selected=0;generic_selected=9;qpsk_180_ambiguity=unresolved
