candidateId,status,protocolType,byteSource,byteRecoveryStatus,parseStatus,parseComplete,byteCount,byteRecoveryConfidence,bitErrorEstimate,decoderMethod,crcCandidateStatus,crcChecked,crcPassed,packetCount,crcValidCount,messageTypesMask,uasId,operatorId,latitudeDeg,longitudeDeg,altitudeM,speedMps,headingDeg,fieldCount,diagnostics
sim_autel_wideband_001_M001,partial,Autel_Wideband_CP,REAL_IQ,recovered_from_real_iq,partial_parse,0,96,0.877865,0.061068,OFDM_CP_QPSK_SOFT,crc16_candidate_not_verified,1,0,20,0,0,,,nan,nan,nan,nan,nan,2,real_iq_frames=20;ofdm_selected=9;generic_selected=11;qpsk_180_ambiguity=unresolved
