candidateId,profile,status,syncMethod,estimatedCFOHz,totalCfoHz,spectralCorrectionHz,fractionalCFOHz,integerCfoIndex,integerCfoOffsetHz,residualCfoHz,syncConfidence,frameStart0,frameLength,numFrames,originalFrameStart,correctedFrameStart,frameOffsetCorrection,droneIdZcPeakPosition,offsetSearchScore,timingAlignmentImproved,estimatedSfoPpm,frameDriftSamples,timingSlope,sfoCorrectionApplied,accessAddressConfidence,bleSyncConfidence,symbolTimingOffset,crcAttemptCount,crcSuccessCount,cfoCandidateCount,selectedCfoScore,profilesTried,profileChangedByEvidence,recommendedProfile,attemptedProfiles
sim_dji_control_004_M001,DJI_Control_Template_Mismatch_Blind_CP,ok,blind_CP_repetition,609116.750000,609116.750000,622968.750000,-13852.011719,0,0.000000,0.000000,0.868349,79550,544,20,0.000,0.000,0.000,0.000,0.000000,0,nan,0.000000,0.000000,0,0.000000,0.000000,0.000,0,0,1,0.905065,2,1,Control_Burst,Control_Burst|Unknown_Blind_Repetition
