candidateId,profile,status,syncMethod,estimatedCFOHz,totalCfoHz,spectralCorrectionHz,fractionalCFOHz,integerCfoIndex,integerCfoOffsetHz,residualCfoHz,syncConfidence,frameStart0,frameLength,numFrames,originalFrameStart,correctedFrameStart,frameOffsetCorrection,droneIdZcPeakPosition,offsetSearchScore,timingAlignmentImproved,estimatedSfoPpm,frameDriftSamples,timingSlope,sfoCorrectionApplied,accessAddressConfidence,bleSyncConfidence,symbolTimingOffset,crcAttemptCount,crcSuccessCount,profilesTried,profileChangedByEvidence
sim_dji_wideband_018_M001,DJI_Wideband_CP,ok,local_CP_peaks_with_periodic_support,-158882.500000,-158882.500000,-164531.250000,5648.755859,0,0.000000,0.000000,0.944292,66556,2208,20,0.000,0.000,0.000,0.000,0.000000,0,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000,0,0,0,0
