candidateId,status,protocolType,byteCount,byteRecoveryConfidence,bitErrorEstimate,decoderMethod,crcCandidateStatus,fieldCount
sim_dji_control_004_M001,unsupported_profile,DJI_OCUSYNC_PROXY_CONTROL_V2,0,0.000000,0.000000,,,0
fieldOffset,fieldLength,semantic,confidence
