candidateId,profile,status,syncMethod,estimatedCFOHz,totalCfoHz,spectralCorrectionHz,fractionalCFOHz,integerCfoIndex,integerCfoOffsetHz,residualCfoHz,syncConfidence,frameStart0,frameLength,numFrames,originalFrameStart,correctedFrameStart,frameOffsetCorrection,droneIdZcPeakPosition,offsetSearchScore,timingAlignmentImproved,estimatedSfoPpm,frameDriftSamples,timingSlope,sfoCorrectionApplied,accessAddressConfidence,bleSyncConfidence,symbolTimingOffset,crcAttemptCount,crcSuccessCount,profilesTried,profileChangedByEvidence
sim_remoteid_ble_028_M001,Unknown_Blind_Repetition,sync_below_threshold,blind_CP_repetition,-1102566.250000,-1102566.250000,-1079814.875000,-22751.353516,0,0.000000,0.000000,0.682730,2193,544,20,0.000,0.000,0.000,0.000,0.000000,0,nan,0.000000,0.000000,0,0.000000,0.000000,0.000,0,0,2,1
