candidateId,status,protocolType,byteCount,byteRecoveryConfidence,bitErrorEstimate,decoderMethod,crcCandidateStatus,fieldCount
sim_remoteid_ble_028_M001,unsupported_profile,OPENDRONEID_25BYTE_OVER_BLE_LEGACY_ADV_V2,0,0.000000,0.000000,,,0
fieldOffset,fieldLength,semantic,confidence
